	TitleBlock	DescriptionBlock	CourseID	CourseName	Credits	tf_idf_vector	Top10Recommendations
1169	ARBC 450  Advanced Studies in Language, Media, and Society 3.0 Credits	Advanced analysis of the role of language and media in society, including sociolinguistics, gender, media studies, and communication. Taught in Arabic.	ARBC 450	Advanced Studies in Language, Media, and Society 	3.0	[0. 0. 0. ... 0. 0. 0.]	['JAPN 450', 'JAPN 350', 'CHIN 350', 'KOR 350', 'CHIN 450', 'KOR 450', 'SPAN 450', 'GER 450', 'FREN 350', 'SPAN 350']
1170	ARBC 471  Arabic Civilization 3.0 Credits	ARBC 471 presents an integrated approach in Arabic to the civilization, culture, history, and literature specific to the areas in which the language is spoken, with emphasis on the development and evaluation of cultural values.	ARBC 471	Arabic Civilization 	3.0	[0. 0. 0. ... 0. 0. 0.]	['LANG T180', 'ARBC 320', 'MTED 428', 'AFAS 101', 'CS 190', 'ARBC 450', 'EDUC 326', 'INDE 400', 'ARTH 101', 'MKTG 380']
1171	ARBC 480  Arabic Minor Thesis Course 0.5-4.0 Credits	Independent research study on a topic selected by the student.  Independent study is supervised by a faculty member and guided by a plan of study.  At the end of the course, the student is required to produce a paper and oral defense on the topic of his paper.	ARBC 480	Arabic Minor Thesis Course 0.5-	4.0	[0. 0. 0. ... 0. 0. 0.]	['CHIN 480', 'FREN 480', 'GER 480', 'ITAL 480', 'JAPN 480', 'KOR 480', 'RUSS 480', 'SPAN 480', 'AE I199', 'AE I299']
1172	ARBC I199  Independent Study in ARBC 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ARBC I199	Independent Study in ARBC 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1173	ARBC I299  Independent Study in ARBC 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ARBC I299	Independent Study in ARBC 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1174	ARBC I399  Independent Study in ARBC 0.5-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ARBC I399	Independent Study in ARBC 0.5-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1175	ARBC I499  Independent Study in ARBC 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	ARBC I499	Independent Study in ARBC 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1176	ARBC T180  Special Topics in Arabic 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ARBC T180	Special Topics in Arabic 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1177	ARBC T280  Special Topics in Arabic 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ARBC T280	Special Topics in Arabic 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1178	ARBC T380  Special Topics in Arabic 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ARBC T380	Special Topics in Arabic 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1179	ARBC T480  Special Topics in Arabic 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	ARBC T480	Special Topics in Arabic 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1180	AS-I 100  Community-Engaged Learning 1.0-4.0 Credit	AS-I 100 is a recitation that will be offered in conjunction with an academic community-based course, where students will be engaged in and with the community as part of the course.  Students registered for the primary course will add AS-I 100 as a co-requisite recitation for which they will work within the community setting for a number of hours each week.    As not every primary course is taught as community-based, this recitation will be added only when appropriate.  Students will be informed of the need to add this course.	AS-I 100	Community-Engaged Learning 1.0-	4.0	[0. 0. 0. ... 0. 0. 0.]	['NURS 403', 'NURS 460', 'CJS 260', 'BIO 200', 'ENVS 287', 'ANTH 385', 'CJS 301', 'WRIT 305', 'BIO 204', 'CIVC 202']
1181	AS-I 101  Strategies for Online Learning 3.0 Credits	This course provides an introduction to Drexel University and online learning and is designed for online students. This course will provide students with strategies and skills necessary for successful online learning experiences. Topics covered will include communication, time management, citation, plagiarism as well as Drexel specific skills including how to navigate the library, how to register for classes and how to monitor degree progress. Acquisition of these skills will set the stage for a successful online learning experience.	AS-I 101	Strategies for Online Learning 	3.0	[0. 0. 0. ... 0. 0. 0.]	['EDLT 103', 'GSTD 200', 'EDLT 339', 'IDM 100', 'EDUC 258', 'EDUC 324', 'EHRD 205', 'BACS 205', 'HSCI 205', 'BIO 305']
1182	AS-I 103  AIDS 101 3.0 Credits	Offers a multidisciplinary approach to studying the aids epidemic. Includes service-learning as a means of understanding and affecting the epidemic.	AS-I 103  AIDS 101		3.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I 180', 'EDLT 103', 'PBHL 306', 'AFAS 101', 'EHRD 205', 'NURS 312', 'SOC 315', 'VSCM 241', 'PSY 352', 'GSTD 302']
1183	AS-I 180  Interdisciplinary Study in the Arts & Sciences 1.0-3.0 Credit	Designed for courses that offer a multidisciplinary approach to the study of issues and topics in the Arts and Sciences.	AS-I 180	Interdisciplinary Study in the Arts & Sciences 1.0-	3.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I T180', 'AS-I T280', 'AS-I T380', 'AS-I T480', 'ENVS 260', 'AS-I 265', 'AFAS 101', 'CSDN 101', 'HSCI 470', 'PSY 352']
1184	AS-I 265  Special Interdisciplinary Study in Arts & Sciences 0.5-6.0 Credits	Special interdisciplinary studies in the College of Arts and Sciences.	AS-I 265	Special Interdisciplinary Study in Arts & Sciences 0.5-	6.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I T180', 'AS-I T280', 'AS-I T380', 'AS-I T480', 'WEST 465', 'AS-I 180', 'WEST 399', 'WEST I199', 'WEST I299', 'WEST I399']
1185	AS-I T180  Special Topic in Arts & Sciences-Interdisp Stud 0.0-12.0 Credits	Special topics in Arts and Sciences interdisciplinary studies.	AS-I T180	Special Topic in Arts & Sciences-Interdisp Stud 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I T280', 'AS-I T380', 'AS-I T480', 'AS-I 265', 'AS-I 180', 'WEST 465', 'PRST 380', 'GSTD 380', 'ENVS 230', 'CSDN 220']
1186	AS-I T280  Special Topic in Arts & Sciences-Interdisp Stud 0.0-12.0 Credits	Special topics in Arts and Sciences interdisciplinary studies.	AS-I T280	Special Topic in Arts & Sciences-Interdisp Stud 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I T280', 'AS-I T380', 'AS-I T480', 'AS-I 265', 'AS-I 180', 'WEST 465', 'PRST 380', 'GSTD 380', 'ENVS 230', 'CSDN 220']
1187	AS-I T380  Special Topic in Arts & Sciences-Interdisp Stud 0.0-12.0 Credits	Special topics in Arts and Sciences interdisciplinary studies.	AS-I T380	Special Topic in Arts & Sciences-Interdisp Stud 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I T280', 'AS-I T380', 'AS-I T480', 'AS-I 265', 'AS-I 180', 'WEST 465', 'PRST 380', 'GSTD 380', 'ENVS 230', 'CSDN 220']
1188	AS-I T480  Special Topic in Arts & Sciences-Interdisp Stud 0.0-12.0 Credits	Special topics in Arts and Sciences interdisciplinary studies.	AS-I T480	Special Topic in Arts & Sciences-Interdisp Stud 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['AS-I T280', 'AS-I T380', 'AS-I T480', 'AS-I 265', 'AS-I 180', 'WEST 465', 'PRST 380', 'GSTD 380', 'ENVS 230', 'CSDN 220']
1189	BIO 100  Applied Cells, Genetics & Physiology 3.0 Credits	This course is designed to provide a topical and interactive introduction to biology for non-majors.   Students will learn how trillions of tiny cells of our bodies work together in organ systems to use food for energy, to keep us alive, moving and healthy, and how information passes to subsequent generations.  This course is identical to BIO 107.	BIO 100	Applied Cells, Genetics & Physiology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 107', 'BIO 108', 'ANTH 140', 'SCL 314', 'INDE 420', 'IDM 100', 'BIO 116', 'JUDA 221', 'BIO 109', 'BIO 101']
1190	BIO 101  Applied Biological Diversity, Ecology & Evolution 3.0 Credits	An interactive course for the non-major that discusses the variety of living things and how we ended up with them and what makes them unique.   This course also explores how living things affect each other and the world as well as the impacts that humans have on the living world.  This course is identical to BIO 109.	BIO 101	Applied Biological Diversity, Ecology & Evolution 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 109', 'BIO 110', 'PSY 210', 'HIST 385', 'IDM 100', 'BIO 107', 'BIO 100', 'ENGL 195', 'EDGE 210', 'PHIL 381']
1191	BIO 107  Cells, Genetics & Physiology 3.0 Credits	This course is designed to provide a topical and interactive introduction to biology for non-majors.   Students will learn how trillions of tiny cells of our bodies work together in organ systems to use food for energy, to keep us alive, moving and healthy, and how information passes to subsequent generations.   This course is identical to BIO 100.	BIO 107	Cells, Genetics & Physiology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 100', 'BIO 108', 'ANTH 140', 'SCL 314', 'INDE 420', 'IDM 100', 'BIO 116', 'JUDA 221', 'BIO 109', 'BIO 101']
1192	BIO 108  Cells, Genetics and Physiology Laboratory 1.0 Credit	This course is designed to be a companion course to the BIO 107 lecture.   Labs are focused on providing students with a hands-on approach to science.  Topics include how cells generate energy from food, how certain characteristics are genetically encoded and the physiology of human systems and diseases.	BIO 108	Cells, Genetics and Physiology Laboratory 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 100', 'BIO 107', 'BIO 110', 'INDE 420', 'CULA 410', 'CULA 405', 'PSCI 375', 'NFS 101', 'HRM 437', 'HRM 437']
1193	BIO 109  Biological Diversity, Ecology & Evolution 3.0 Credits	An interactive course for the non-major that discusses the variety of living things and how we ended up with them and what makes them unique.   This course also explores how living things affect each other and the world as well as the impacts that humans have on the living world.  This course is identical to BIO 101.	BIO 109	Biological Diversity, Ecology & Evolution 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 101', 'PSY 210', 'HIST 385', 'IDM 100', 'BIO 107', 'BIO 100', 'ENGL 195', 'BIO 110', 'EDGE 210', 'PHIL 381']
1194	BIO 110  Biological Diversity, Ecology and Evolution Laboratory 1.0 Credit	A companion course to BIO 109 that provides a hands on exploration of the diversity of life including microbes, plants and animals as well as the processes that give rise to this diversity.   The labs also provide practical exploration of the impacts of human beings on the planet.	BIO 110	Biological Diversity, Ecology and Evolution Laboratory 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 101', 'BIO 108', 'ENVS 284', 'PSY 210', 'FMST 105', 'BIO 468', 'BIO 109', 'EGMT 340', 'FMST 101', 'ENVS 260']
1195	BIO 112  Biotechnology for Society 3.0 Credits	In Biotechnology for Society, students will become familiar with the fundamentals of genomic and cellular-based biotechnologies to begin to understand the roles that biotechnology is currently playing and is poised to play in society. Students will appreciate the complexity of those roles by investigating both the intended consequences and the potential and inadvertent ethical, legal and social implications of these technologies. This course is intended for non-science majors.	BIO 112	Biotechnology for Society 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 212', 'CMGT 469', 'PHTO 456', 'ENVE 316', 'MET 421', 'EDLT 353', 'ENGL 195', 'EGMT 230', 'EAM 350', 'ENVS 328']
1196	BIO 114  Climate Change and Human Health 3.0 Credits	This inquiry based open enrollment course is designed to provide a topical and interactive exposure to the human health hazards associated with global climate change. Despite the burden of evidence of global climate change, it is not uncommon for the members of the general public to express apathy because the consequences seem so far removed in distance and time. The goal of this course is to bring climate change closer to home through a discussion of the imminent threat posed to human health.	BIO 114	Climate Change and Human Health 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ENVS 275', 'ENSS 275', 'HIST 323', 'PBHL 303', 'ENVS 289', 'SOC 276', 'PHIL 322', 'GST 261', 'GST 361', 'PBHL 310']
1197	BIO 116  How Your Body Works-Or Not 3.0 Credits	How Your body Works-or Not is geared for non-major students hoping to explore the workings of their bodies.  Students will explore why we evolved to have various organ systems, and how some systems accomplish their roles.  We will explore how these systems can malfunction or fail, resulting in disease.	BIO 116	How Your Body Works-Or Not 	3.0	[0. 0. 0. ... 0. 0. 0.]	['VSST 100', 'COM 365', 'BIO 107', 'BIO 100', 'WRIT 212', 'PSY 463', 'WRIT 200', 'INFO 102', 'WRIT 211', 'ARTH 150']
1198	BIO 118  Basics of Cancer 3.0 Credits	This course provides an opportunity for students with little or no biology background to learn about cancer.   Students can expect to learn what cancer is from a biological perspective, and how it is caused and treated.   Students will also gain a basic understanding of how tumors form, and metastasize.	BIO 118	Basics of Cancer 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 318', 'BIO 314', 'MIP 388', 'COM 160', 'ENVS 102', 'BMES 475', 'BMES 475', 'BMES 130', 'BMES 130', 'BIO 128']
1199	BIO 120  Phage Phinder’s Research 1.0 Credit	This supplemental discovery based lab course has been designed to discover and analyze new bacteriophage viruses. Students will isolate unique bacteriophages, annotate the genes of selected bacteriophage genomes, and develop independent projects using hypothesis driven experimental planning.	BIO 120	Phage Phinder’s Research 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 128', 'BIO 331', 'ENGL 330', 'FMVD 220', 'FMTV 260', 'PSY 477', 'SOC 490', 'BMES 315', 'BMES 315', 'AE I199']
1200	BIO 122  Cells and Genetics 4.5 Credits	An introduction to the concepts of cell and function, cell and reproduction, cell communication, genetic inheritance, and population genetics.  The relevance of genetics to society and ethical issues are included.	BIO 122	Cells and Genetics 	4.5	[0. 0. 0. ... 0. 0. 0.]	['BIO 214', 'BIO 444', 'BIO 161', 'BIO 211', 'BIO 215', 'BIO 209', 'BIO 346', 'BIO 497', 'HSCI 337', 'BIO 436']
1201	BIO 124  Evolution & Organismal Diversity 4.5 Credits	Students will learn about the theory of evolution and the mechanisms of how organisms change.  Using this knowledge, students will explore the diversity of organisms on Earth that is a hallmark of biology and the result of evolution by examining the representative members from the five major kingdoms of life. This course has a lecture, lab and recitation component.	BIO 124	Evolution & Organismal Diversity 	4.5	[0. 0. 0. ... 0. 0. 0.]	['BIO 126', 'GEO 102', 'BIO 410', 'ENVS 201', 'ENVS 255', 'PSY 210', 'ENVS 414', 'GEO 103', 'ENVS 212', 'ENGL 195']
1202	BIO 126  Physiology and Ecology 4.5 Credits	The first half of the course will survey physiological systems, including the respiratory, circulatory, homeostatic, excretory, and digestive systems in animals.  The second half of the course will emphasize the relationships between organisms and the environment, including how humans impact ecosystems and the biosphere.  This course has a lecture, lab and recitation component.	BIO 126	Physiology and Ecology 	4.5	[0. 0. 0. ... 0. 0. 0.]	['BIO 124', 'ENVS 336', 'BIO 201', 'PBHL 316', 'ANAT 102', 'ENVS 284', 'ANAT 103', 'ENVS 390', 'FMST 101', 'BMES 405']
1203	BIO 128  Bacteriophage Discovery Laboratory 2.0 Credits	In this course, students will design and perform independent research projects in order to learn more about bacteriophages. Students can work independently or in groups to develop a research question and hypothesis, and to perform either wet-lab experiments or bioinformatics analysis to draw conclusions about a novel aspect of bacteriophage biology. At the end of this course, students will present their results in the form of a poster presentation.	BIO 128	Bacteriophage Discovery Laboratory 	2.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 207', 'BIO 120', 'BIO 474', 'PHYS 328', 'CSDN 220', 'BIO 208', 'NFS 496', 'ENVS 102', 'PSCI 131', 'BIO 410']
1204	BIO 141  Essential Biology 4.5 Credits	Introduces essential biological concepts to engineering students.  Content covers five core topics: cells, genetics, evolution, ecology and physiology with application to societal concerns about biotechnology, health, conservation biodiversity and bioethics.  Evolution will be woven throughout the course as a unifying theme in understanding all aspects of biology.	BIO 141	Essential Biology 	4.5	[0. 0. 0. ... 0. 0. 0.]	['BIO 497', 'HLSO 101', 'BMES 130', 'BMES 130', 'ENVS 345', 'BIO 124', 'ENVS 438', 'ENVS 328', 'BMES 235', 'BMES 235']
1205	BIO 161  General Biology I 3.0 Credits	Covers structure and function of the cell and the organ-system plan of organization of the human body.	BIO 161	General Biology I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 214', 'ANAT 101', 'BIO 122', 'HSCI 320', 'PHGY 325', 'ANAT 102', 'PHGY 382', 'BIO 209', 'HSAD 321', 'HSCI 382']
1206	BIO 162  General Biology II 3.0 Credits	Continues BIO 161. Covers the mechanics of heredity, including growth, differentiation, and development. Winter.	BIO 162	General Biology II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 497', 'CIVE 262', 'BIO 163', 'BIO 451', 'CMGT 362', 'PSCI 305', 'MATH 173', 'ENTP 340', 'INDE 365', 'ARCH 362']
1207	BIO 163  General Biology III 3.0 Credits	Continues BIO 162. Covers the plant and animal kingdoms, radiobiology, evolution, and ecology. Spring.	BIO 163	General Biology III 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ENVS 315', 'ARCH 498', 'BIO 162', 'BIO 124', 'ENVS 414', 'CIVE 263', 'CMGT 163', 'ENVS 327', 'ENVS 286', 'BIO 141']
1208	BIO 164  General Biology Laboratory I 1.0 Credit	In this course students will perform computer simulations of laboratory exercises related to photosynthesis, enzyme activity and kinetics, the cardiovascular, muscle and bone systems, regulation of human organ systems as well as plant growth and development.	BIO 164	General Biology Laboratory I 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 165', 'BIO 306', 'HSCI 430', 'INDE 365', 'CI 101', 'CI 102', 'PHYS 328', 'PHYS 462', 'PSY 460', 'BIO 161']
1209	BIO 165  General Biology Laboratory II 1.0 Credit	In this course students will perform computer simulations of laboratory exercises related to cell division, mendelian genetics, DNA replication, translation and mutations.  They will work with simulated microscopes to observe viral and microbial specimens.   Additionally, students will learn and simulate biotechnology techniques such as DNA fingerprinting.	BIO 165	General Biology Laboratory II 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 447', 'CJS 379', 'BIO 420', 'BIO 164', 'BIO 212', 'BIO 218', 'BIO 449', 'BIO 122', 'ENVS 102', 'HRM 472']
1210	BIO 166  General Biology Laboratory III 1.0 Credit	Involves experiments demonstrating the key principles in ecology and evolution including:  population parameters, food webs, species interactions, succession, eutriphication, natural selection, sexual selection and evolutionary trees.	BIO 166	General Biology Laboratory III 	1.0	[0. 0. 0. ... 0. 0. 0.]	['ENVS 212', 'ENVS 355', 'BIO 436', 'ENVS 470', 'ENVS 364', 'ENVS 284', 'HRM 225', 'HRM 225', 'ENVS 315', 'ENVS 392']
1211	BIO 177  Mentorship in STEM 0-1 Credits	This course is designed to develop and enhance student mentorship and leadership skills, emphasizing communication among undergraduate peers in STEM disciplines. The course will focus on the mentor-mentee relationship, professionalism, respect for diversity, and mentorship skill development.	BIO 177	Mentorship in STEM 	0-1	[0. 0. 0. ... 0. 0. 0.]	['EGMT 295', 'EGMT 296', 'BIO 346', 'EGMT 470', 'BUSN 211', 'MLSC 320', 'PBHL 315', 'PRST 450', 'NURS 310', 'MLSC 130']
1212	BIO 200  Connections in Biology 3.0 Credits	Connections in Biology is an open enrollment course which will give students the opportunity to make exactly that: connections. Building upon a new theme in biology each week, students will connect that material to their current Philadelphia community as well as to their future professional and personal pursuits. The course is designed on the Community Based Learning platform (CBL) and is scheduled to meet twice a week: one meeting will be a formal lecture on campus and one meeting will be at a partnered middle school with the instructor and Drexel students leading an 9 week after school science club. Students will gain volunteer hours, get an introduction to civic engagement, benefit from community based learning practices and connect their Drexel course material to the bigger picture in their lives.	BIO 200	Connections in Biology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 204', 'AS-I 100', 'BIO 305', 'CJS 260', 'ENVS 443', 'NURS 460', 'HRM 399', 'HRM 399', 'CJS 301', 'EGMT 470']
1213	BIO 201  Human Physiology I 4.0 Credits	Intensive survey of the basic physiological mechanisms of cellular and human electrophysiology and the physiology of the muscular, cardiovascular, respiratory, renal, and gastrointestinal systems.	BIO 201	Human Physiology I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 203', 'BMES 337', 'BMES 337', 'HSCI 302', 'BIO 433', 'BIO 126', 'HSCI 382', 'BIO 202', 'ANAT 103', 'BMES 405']
1214	BIO 202  Human Physiology Laboratory 2.0 Credits	Laboratory course in human physiology.  Designed to accompany BIO 201 and 203 Human Physiology I and II.  Uses simulation, experimenters and data acquisition techniques to provide practical experience in the design and execution of physiological experiments and analysis of physiological data.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information.	BIO 202	Human Physiology Laboratory 	2.0	[0. 0. 0. ... 0. 0. 0.]	['CHEM 356', 'CHEM 231', 'PHYS 186', 'PHYS 282', 'PHYS 188', 'NURS 200', 'CHEM 357', 'ENVS 285', 'CHEM 164', 'ENVS 287']
1215	BIO 203  Human Physiology II 4.0 Credits	Intensive survey of the control mechanisms of cellular and human physiology including introductions to control theory, neurophysiology, endocrine control, and control mechanisms in locomotion, cardiovascular, respiratory, renal, acid/base, gastrointestinal, and reproductive physiology.	BIO 203	Human Physiology II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 201', 'ECEC 443', 'AE 430', 'ECES 446', 'ECES 358', 'INDE 463', 'ECES 445', 'HSCI 320', 'PHGY 325', 'ECES 444']
1216	BIO 204  The Privilege of Aging 3.0 Credits	The Privilege of Aging is a Hybrid Community-Based Course that is open to students that have completed BIO 122. Aging is often thought of as a negative process, however there are important benefits that are largely uncelebrated. Students in this course will explore the privilege of aging and ways to do it well with senior members of the Philadelphia community. There will be 2 class meetings each week, one on campus and one at a designated senior citizen facility. In addition to the academic underpinnings of the biology of aging, the course will provide the students with intergenerational interactions, as well as opportunities to connect the experience with their academic path at Drexel and their future professional plans.	BIO 204	The Privilege of Aging 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 200', 'BIO 412', 'AS-I 100', 'NURS 407', 'BACS 345', 'CI 120', 'CJS 260', 'ESL 110', 'NURS 312', 'BMES 124']
1217	BIO 207  Applications in Biology I 1.0 Credit	The aim of this course is to allow students to apply knowledge from biology courses to understand important articles from the frontiers of biology research, in order to develop critical thinking and problem solving skills. Students will learn to read primary research, to think critically about research and interpret data.	BIO 207	Applications in Biology I 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 208', 'BIO 410', 'CSDN 220', 'MGMT 210', 'BIO 128', 'ENGL 105', 'BUSN 211', 'GSTD 360', 'NFS 494', 'WEST 220']
1218	BIO 208  Applications in Biology II 1.0 Credit	In this course, students will further develop and practice skills introduced in the Applications in Biology I course by reading and interpreting research from primary articles. This will include historical experiments and controversial research. This will help students develop critical thinking, scientific reasoning and problem solving skills.	BIO 208	Applications in Biology II 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 207', 'WEST 220', 'CSDN 220', 'HIST 102', 'MGMT 210', 'BUSN 211', 'BIO 410', 'BIO 474', 'COM 221', 'GSTD 360']
1219	BIO 209  Cell, Molecular & Developmental Biology I 4.0 Credits	In this course, students will cover essential topics in cell, molecular, and developmental biology. Topics, such as protein structure function relationships, enzymes, structural & functional properties of nucleic acids, transcription & translation, regulation of gene expression, eukaryotic cell structure, cell membranes and membrane transport.  Commonly used techniques in biochemistry, molecular & cellular biology will be discussed.	BIO 209	Cell, Molecular & Developmental Biology I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 214', 'BIO 211', 'BIO 410', 'BIO 497', 'BIO 462', 'BIO 421', 'BIO 215', 'BIO 122', 'BIO 447', 'BIO 161']
1220	BIO 211  Cell, Molecular & Developmental Biology II 4.0 Credits	In this course, students will learn about molecular, cellular and developmental biology at a higher level than in introductory coursework. This second course in the sequence will focus on cell biological processes such as: vesicular trafficking, signaling, cytoskeletal dynamics, cell cycle, cell death, tissue organization, stem cells and development. At the end of this course, students should have a strong foundation in cell and developmental biology.	BIO 211	Cell, Molecular & Developmental Biology II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 214', 'BIO 209', 'BIO 346', 'BIO 122', 'BIO 410', 'BMES 471', 'BMES 471', 'BIO 215', 'BMES 472', 'BMES 472']
1221	BIO 212  Biotechnology 3.0 Credits	Covers the use of recombinant DNA techniques in biotechnology.  Explores the many uses of biotechnology in the biological, agricultural and medical field.  Also covers the social, ethical and environmental issues involved in this discipline.	BIO 212	Biotechnology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 312', 'BIO 112', 'ENVE 316', 'BIO 471', 'BIO 165', 'NFS T180', 'NFS T280', 'NFS T380', 'NFS T480', 'BIO 141']
1222	BIO 213  Drosophila Neural Research 3.0 Credits	In this course, you will be introduced to the basics of performing directed research in Drosophila genetics and neurobiology.  This research will be informed by its relevance to disease. You will be working on one of a variety of diseases that is related to neurodevelopmental and/or neurodegenerative diseases.  Diseases include (but are not limited to) CHARGE syndrome, Alzheimer’s disease, Pitt-Hopkins disease, and schizophrenia.   In this course, you will be testing for potential genetic modifiers and/or drugs that modify disease phenotypes associated with an established models of these diseases.	BIO 213	Drosophila Neural Research 	3.0	[0. 0. 0. ... 0. 0. 0.]	['PBHL 311', 'PBHL 321', 'NFS 444', 'NFS 443', 'NFS 202', 'BIO 453', 'BIO 444', 'SCRP 384', 'SCRP 385', 'PBHL 301']
1223	BIO 214  Principles of Cell Biology 4.0 Credits	The course familiarizes students with the basic fundamentals and principles of cell biology.  Topics include protein and enzymes as metabolic facilitators, the source and function of cellular energy, cell structure and function, cellular protein transport, cell communication, cell cycle control, apoptosis, and cell differentiation.	BIO 214	Principles of Cell Biology 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 209', 'BIO 122', 'BIO 211', 'BIO 215', 'BIO 161', 'BIO 346', 'BMES 375', 'BMES 375', 'MATE 458', 'MEM 415']
1224	BIO 215  Techniques in Cell Biology 3.0 Credits	A course designed to introduce students to the lab techniques used by cell biologists. The lab is project-based focusing on various assays to assess cell viability/survival and fluorescence microscopy is used for cell structure and their organelles, apoptosis, cytoskeletal structure, muscle contraction and cell motility. Other topics include protein separation and quantification, and gel electrophoresis. Analytical thinking and data analysis are emphasized to help foster the development of a project built on multiple experiments.This is a writing intensive course.	BIO 215	Techniques in Cell Biology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 214', 'BIO 122', 'BIO 211', 'BIO 209', 'BIO 161', 'BIO 346', 'ANAT 101', 'MEM 415', 'MATE 280', 'BIO 473']
